"","1e-04","0.001","0.01","0.1","0.3","0.5","0.75","0.9"
"rc",2.0747257310934,1.98906454716964,1.95358892540623,1.80964709763707,1.63418046000747,1.48405630095205,1.28582683226016,1.13927973589275
"rn",1.60059617800952,1.55572364749795,1.54044348655511,1.41752593520195,1.27553985074574,1.1505161052948,0.9920042357229,0.888867322685463
"ra",1.29766806460551,1.27804011756468,1.27216115201234,1.27961995100889,1.28381788135966,1.29306007869151,1.29896772417748,1.28420991071339
"nsub",103.21,991.31,9882.88,99747.51,299388.94,499666.06,750098.22,900261.2
