"","1e-04","0.001","0.01","0.1","0.3","0.5","0.75","0.9"
"rc",1.00315602336309,1.01377385911159,1.03721598172998,1.13508489680629,1.2799837074639,1.42477477124977,1.64649638355359,1.83066419251619
"rn",1.00008711918585,1.00064559397556,1.00448293077598,1.05326962207288,1.16362182461427,1.31622355242892,1.56293719333858,1.78061104286022
"ra",1.00306700741429,1.01312760546802,1.03267543756194,1.07839176675137,1.1014170854089,1.08450536278782,1.05578661279552,1.03084811316942
"nsub",9823.4,29554.14,93613.96,298167.6,519928.64,676878.73,841737.05,935665.82
